Boundary Name,Boundary Type,Construction Type,Insulation Details,Material Name,Thickness (m),Conductivity (W/m-K),Density (kg/m^3),Specific Heat (kJ/kg-K),Resistance (m^2-K/W),Capacitance (kJ/m^2-K),Received From,Specific Heat (J/kg-K)
Roof,"asphalt or fiberglass shingles, Finished, R-19, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-19, Flat",,,ROOF STUD AND CAVITY,0.2032,0.134,78.346,,1.519,17.885394862819197,,1123.461
Roof,"asphalt or fiberglass shingles, Finished, R-19, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"asphalt or fiberglass shingles, Finished, R-30, Flat",,,ASPHALT OR FIBERGLASS SHINGLES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"asphalt or fiberglass shingles, Finished, R-30, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-30, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-30, Flat",,,ROOF STUD AND CAVITY,0.2032,0.162,78.346,,1.255,17.885394862819197,,1123.461
Roof,"asphalt or fiberglass shingles, Finished, R-30, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"asphalt or fiberglass shingles, Finished, R-30, Pitched",,,ASPHALT OR FIBERGLASS SHINGLES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"asphalt or fiberglass shingles, Finished, R-30, Pitched",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-30, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-30, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.161,78.346,,1.264,17.885394862819197,,1123.461
Roof,"asphalt or fiberglass shingles, Finished, R-30, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"asphalt or fiberglass shingles, Finished, R-38, Flat",,,ASPHALT OR FIBERGLASS SHINGLES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"asphalt or fiberglass shingles, Finished, R-38, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-38, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-38, Flat",,,ROOF STUD AND CAVITY,0.2032,0.083,78.346,,2.453,17.885394862819197,,1123.461
Roof,"asphalt or fiberglass shingles, Finished, R-38, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"asphalt or fiberglass shingles, Finished, R-38, Pitched",,,ASPHALT OR FIBERGLASS SHINGLES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"asphalt or fiberglass shingles, Finished, R-38, Pitched",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-38, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-38, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.083,78.346,,2.462,17.885394862819197,,1123.461
Roof,"asphalt or fiberglass shingles, Finished, R-38, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"asphalt or fiberglass shingles, Finished, R-49, Flat",,,ASPHALT OR FIBERGLASS SHINGLES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"asphalt or fiberglass shingles, Finished, R-49, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-49, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-49, Flat",,,ROOF STUD AND CAVITY,0.2032,0.047,78.346,,4.302,17.885394862819197,,1123.461
Roof,"asphalt or fiberglass shingles, Finished, R-49, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"asphalt or fiberglass shingles, Finished, R-7, Flat",,,ASPHALT OR FIBERGLASS SHINGLES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"asphalt or fiberglass shingles, Finished, R-7, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-7, Flat",,,ROOF STUD AND CAVITY,0.2032,0.151,78.346,,1.343,17.885394862819197,,1123.461
Roof,"asphalt or fiberglass shingles, Finished, R-7, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"asphalt or fiberglass shingles, Finished, Uninsulated, Flat",,,ASPHALT OR FIBERGLASS SHINGLES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"asphalt or fiberglass shingles, Finished, Uninsulated, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, Uninsulated, Flat",,,ROOF STUD AND CAVITY,0.2032,1.022,78.346,,0.1989,17.885394862819197,,1123.461
Roof,"asphalt or fiberglass shingles, Finished, Uninsulated, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"metal surfacing, Finished, R-30, Flat",,,METAL SURFACING,0.0005,50.04,7801.74,,1.015e-05,1.7966236959,,460.57
Roof,"metal surfacing, Finished, R-30, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"metal surfacing, Finished, R-30, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"metal surfacing, Finished, R-30, Flat",,,ROOF STUD AND CAVITY,0.2032,0.157,78.346,,1.294,17.885394862819197,,1123.461
Roof,"metal surfacing, Finished, R-30, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"metal surfacing, Finished, R-30, Pitched",,,METAL SURFACING,0.0005,50.04,7801.74,,1.015e-05,1.7966236959,,460.57
Roof,"metal surfacing, Finished, R-30, Pitched",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"metal surfacing, Finished, R-30, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"metal surfacing, Finished, R-30, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.156,78.346,,1.304,17.885394862819197,,1123.461
Roof,"metal surfacing, Finished, R-30, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"metal surfacing, Finished, R-38, Flat",,,METAL SURFACING,0.0005,50.04,7801.74,,1.015e-05,1.7966236959,,460.57
Roof,"metal surfacing, Finished, R-38, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"metal surfacing, Finished, R-38, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"metal surfacing, Finished, R-38, Flat",,,ROOF STUD AND CAVITY,0.2032,0.082,78.346,,2.492,17.885394862819197,,1123.461
Roof,"metal surfacing, Finished, R-38, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"metal surfacing, Finished, R-38, Pitched",,,METAL SURFACING,0.0005,50.04,7801.74,,1.015e-05,1.7966236959,,460.57
Roof,"metal surfacing, Finished, R-38, Pitched",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"metal surfacing, Finished, R-38, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"metal surfacing, Finished, R-38, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.081,78.346,,2.501,17.885394862819197,,1123.461
Roof,"metal surfacing, Finished, R-38, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"metal surfacing, Finished, R-49, Flat",,,METAL SURFACING,0.0005,50.04,7801.74,,1.015e-05,1.7966236959,,460.57
Roof,"metal surfacing, Finished, R-49, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"metal surfacing, Finished, R-49, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"metal surfacing, Finished, R-49, Flat",,,ROOF STUD AND CAVITY,0.2032,0.047,78.346,,4.341,17.885394862819197,,1123.461
Roof,"metal surfacing, Finished, R-49, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"metal surfacing, Finished, Uninsulated, Flat",,,METAL SURFACING,0.0005,50.04,7801.74,,1.015e-05,1.7966236959,,460.57
Roof,"metal surfacing, Finished, Uninsulated, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"metal surfacing, Finished, Uninsulated, Flat",,,ROOF STUD AND CAVITY,0.2032,0.854,78.346,,0.2379,17.885394862819197,,1123.461
Roof,"metal surfacing, Finished, Uninsulated, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"metal surfacing, Finished, Uninsulated, Pitched",,,METAL SURFACING,0.0005,50.04,7801.74,,1.015e-05,1.7966236959,,460.57
Roof,"metal surfacing, Finished, Uninsulated, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"metal surfacing, Finished, Uninsulated, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.823,78.346,,0.247,17.885394862819197,,1123.461
Roof,"metal surfacing, Finished, Uninsulated, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-13, Flat",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-13, Flat",,,ROOF RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Roof,"slate or tile shingles, Finished, R-13, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-13, Flat",,,ROOF STUD AND CAVITY,0.2032,0.633,78.346,,0.3209,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-13, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-13, Pitched",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-13, Pitched",,,ROOF RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Roof,"slate or tile shingles, Finished, R-13, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-13, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.616,78.346,,0.33,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-13, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-19, Flat",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-19, Flat",,,ROOF RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Roof,"slate or tile shingles, Finished, R-19, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-19, Flat",,,ROOF STUD AND CAVITY,0.2032,0.132,78.346,,1.536,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-19, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-19, Pitched",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-19, Pitched",,,ROOF RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Roof,"slate or tile shingles, Finished, R-19, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-19, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.132,78.346,,1.545,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-19, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-30, Flat",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-30, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"slate or tile shingles, Finished, R-30, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-30, Flat",,,ROOF STUD AND CAVITY,0.2032,0.16,78.346,,1.272,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-30, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-30, Pitched",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-30, Pitched",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"slate or tile shingles, Finished, R-30, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-30, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.159,78.346,,1.281,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-30, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-38, Flat",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-38, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"slate or tile shingles, Finished, R-38, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-38, Flat",,,ROOF STUD AND CAVITY,0.2032,0.082,78.346,,2.469,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-38, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-38, Pitched",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-38, Pitched",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"slate or tile shingles, Finished, R-38, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-38, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.082,78.346,,2.478,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-38, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-49, Flat",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-49, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"slate or tile shingles, Finished, R-49, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-49, Flat",,,ROOF STUD AND CAVITY,0.2032,0.047,78.346,,4.318,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-49, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-7, Flat",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-7, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-7, Flat",,,ROOF STUD AND CAVITY,0.2032,0.149,78.346,,1.36,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-7, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, R-7, Pitched",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, R-7, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, R-7, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.148,78.346,,1.369,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, R-7, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, Uninsulated, Flat",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, Uninsulated, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, Uninsulated, Flat",,,ROOF STUD AND CAVITY,0.2032,0.944,78.346,,0.2152,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, Uninsulated, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"slate or tile shingles, Finished, Uninsulated, Pitched",,,SLATE OR TILE SHINGLES,0.0191,0.841,1899.972,,0.02265,29.0213022413484,,799.717
Roof,"slate or tile shingles, Finished, Uninsulated, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"slate or tile shingles, Finished, Uninsulated, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.906,78.346,,0.2244,17.885394862819197,,1123.461
Roof,"slate or tile shingles, Finished, Uninsulated, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"wood shingles or shakes, Finished, R-19, Pitched",,,WOOD SHINGLES OR SHAKES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"wood shingles or shakes, Finished, R-19, Pitched",,,ROOF RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Roof,"wood shingles or shakes, Finished, R-19, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"wood shingles or shakes, Finished, R-19, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.133,78.346,,1.529,17.885394862819197,,1123.461
Roof,"wood shingles or shakes, Finished, R-19, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"wood shingles or shakes, Finished, R-30, Flat",,,WOOD SHINGLES OR SHAKES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"wood shingles or shakes, Finished, R-30, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"wood shingles or shakes, Finished, R-30, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"wood shingles or shakes, Finished, R-30, Flat",,,ROOF STUD AND CAVITY,0.2032,0.162,78.346,,1.255,17.885394862819197,,1123.461
Roof,"wood shingles or shakes, Finished, R-30, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"wood shingles or shakes, Finished, R-38, Pitched",,,WOOD SHINGLES OR SHAKES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"wood shingles or shakes, Finished, R-38, Pitched",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"wood shingles or shakes, Finished, R-38, Pitched",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"wood shingles or shakes, Finished, R-38, Pitched",,,ROOF STUD AND CAVITY,0.2032,0.083,78.346,,2.462,17.885394862819197,,1123.461
Roof,"wood shingles or shakes, Finished, R-38, Pitched",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"wood shingles or shakes, Finished, R-49, Flat",,,WOOD SHINGLES OR SHAKES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"wood shingles or shakes, Finished, R-49, Flat",,,ROOF RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Roof,"wood shingles or shakes, Finished, R-49, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"wood shingles or shakes, Finished, R-49, Flat",,,ROOF STUD AND CAVITY,0.2032,0.047,78.346,,4.302,17.885394862819197,,1123.461
Roof,"wood shingles or shakes, Finished, R-49, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"wood shingles or shakes, Finished, R-7, Flat",,,WOOD SHINGLES OR SHAKES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"wood shingles or shakes, Finished, R-7, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"wood shingles or shakes, Finished, R-7, Flat",,,ROOF STUD AND CAVITY,0.2032,0.151,78.346,,1.343,17.885394862819197,,1123.461
Roof,"wood shingles or shakes, Finished, R-7, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"wood shingles or shakes, Finished, Uninsulated, Flat",,,WOOD SHINGLES OR SHAKES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"wood shingles or shakes, Finished, Uninsulated, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"wood shingles or shakes, Finished, Uninsulated, Flat",,,ROOF STUD AND CAVITY,0.2032,1.022,78.346,,0.1989,17.885394862819197,,1123.461
Roof,"wood shingles or shakes, Finished, Uninsulated, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
